X,Y,Society Name,Machines,Site Name,Full Addre,Site Addre,Town,Country,Territoria,addrtype,addrlocat
174.776236,-41.2864603,New Zealand Railways Staff Welfare Trust,8,DEV Arahura,Inter-Island Ferry Wellington,Inter-Island Ferry,Wellington,NZ,Wellington City,locality,APPROXIMATE
174.776236,-41.2864603,New Zealand Railways Staff Welfare Trust,5,DEV Aratere,Inter-Island Ferry Wellington,Inter-Island Ferry,Wellington,NZ,Wellington City,locality,APPROXIMATE
174.776236,-41.2864603,New Zealand Railways Staff Welfare Trust,0,MV Arahanga,Inter-Island Ferry Wellington,Inter-Island Ferry,Wellington,NZ,Wellington City,locality,APPROXIMATE
174.3133295,-35.7551287,New Zealand Refining Company Ltd Sports & Social Club Inc,1,NZ Refining Co Sports & Social Club,Dyer Street Whangarei,Dyer Street,Whangarei,NZ,Whangarei District,route,GEOMETRIC_CENTER
174.7765371,-36.8690373,Newmarket Club Inc,4,Newmarket Club,13 Teed Street Newmarket,13 Teed Street,Newmarket,NZ,Auckland City,street_address,RANGE_INTERPOLATED
174.7742106,-36.8676356,Newmarket Returned Services Club Inc,8,Newmarket Returned Services Club,"3 Melrose Street, Newmarket","3 Melrose Street,",Newmarket,NZ,Auckland City,street_address,ROOFTOP
175.1481135,-37.6734523,Ngaruawahia Bowling Club Inc,3,Ngaruawahia Bowling Club,Ellery Street Ngaruawahia,Ellery Street,Ngaruawahia,NZ,Waikato District,route,GEOMETRIC_CENTER
175.1621589,-37.6480303,Ngaruawahia Golf Club (Inc),5,Ngaruawahia Golf Club,Great South Road Ngaruawahia,Great South Road,Ngaruawahia,NZ,Waikato District,route,GEOMETRIC_CENTER
175.1499141,-37.665132,Ngaruawahia RSA Memorial Club (Inc),12,Ngaruawahia RSA Memorial Club,Market Street Ngaruawahia,Market Street,Ngaruawahia,NZ,Waikato District,route,GEOMETRIC_CENTER
175.1575349,-37.6605667,Ngaruawahia Rugby Football Club Inc,3,Ngaruawahia Rugby Football Club,Kent Street Ngaruawahia,Kent Street,Ngaruawahia,NZ,Waikato District,route,GEOMETRIC_CENTER
176.2132591,-38.0836572,Ngongotaha Bowling Club Inc,4,Ngongotaha Bowling Club,Domain Ave Ngongotaha,Domain Ave,Ngongotaha,NZ,Rotorua District,route,GEOMETRIC_CENTER
174.5021921,-35.6304712,Ngunguru Sports & Recreation Society Inc,7,Ngunguru Sports Complex,Kopipi Crescent Ngunguru,Kopipi Crescent,Ngunguru,NZ,Whangarei District,route,GEOMETRIC_CENTER
170.5240088,-45.8507657,North East Valley Bowling Club Inc,2,North East Valley Bowling Club,139 North Road Dunedin,139 North Road,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
170.9686097,-45.1020686,North Otago Club Inc,3,North Otago Club,Corner Tees and Itchen Street Oamaru,Corner Tees and Itchen Street,Oamaru,NZ,Waitaki District,intersection,APPROXIMATE
170.9616203,-45.1134925,North Otago Golf Club Inc,2,North Otago Golf Club,Beach Road Oamaru,Beach Road,Oamaru,NZ,Waitaki District,route,GEOMETRIC_CENTER
170.9672118,-45.1014736,North Otago Returned Services Association Inc,10,North Otago RSA Club,Itchen Street Oamaru,Itchen Street,Oamaru,NZ,Waitaki District,route,GEOMETRIC_CENTER
174.7738027,-36.7903734,North Shore Club Inc,4,North Shore Club,Club Lane Auckland,Club Lane,Auckland,NZ,Auckland City,route,GEOMETRIC_CENTER
174.713409,-36.7519423,North Shore Cosmopolitan Club (Inc),11,North Shore Cosmopolitan Club,Saturn Place Albany,Saturn Place,Albany,NZ,North Shore City,route,GEOMETRIC_CENTER
174.7244463,-36.8055633,Northcote & Birkenhead Rugby Union & Sports Club Inc,7,Northcote & Birkenhead Rugby Union & Sports Club,Recreation Drive Birkenhead,Recreation Drive,Birkenhead,NZ,North Shore City,route,GEOMETRIC_CENTER
174.7259515,-36.8117372,Northcote & Birkenhead Tigers Rugby League & Sports Club Inc,13,Northcote & Birkenhead Tigers Rugby League & Sports Club,12-14 Birkenhead Avenue Birkenhead,12-14 Birkenhead Avenue,Birkenhead,NZ,North Shore City,street_address,ROOFTOP
174.7397181,-36.8148569,Northcote Bowling Club Inc,13,Northcote Bowling Club,"Little Shoal Bay, Northcote","Little Shoal Bay,",Northcote,NZ,North Shore City,park,APPROXIMATE
168.3516479,-46.4057559,Northend Bowling Club Inc,3,Northend Bowling Club,"Queens Park, Victoria Avenue Invercargill","Queens Park, Victoria Avenue",Invercargill,NZ,Invercargill City,route,GEOMETRIC_CENTER
175.6081389,-40.344632,Northern Club (Manawatu) Inc,3,Northern Club (Manawatu),North Street Palmerston North,North Street,Palmerston North,NZ,Palmerston North City,route,GEOMETRIC_CENTER
176.2460544,-38.1287381,Northern Region Charitable Trust,9,Lake Tavern,37-45 Lake Road Rotorua,37-45 Lake Road,Rotorua,NZ,Rotorua District,subpremise,ROOFTOP
176.0705662,-38.6886473,Northern Region Charitable Trust,0,Little Rock Inn,30 Tuwharetoa Street Taupo,30 Tuwharetoa Street,Taupo,NZ,Taupo District,street_address,ROOFTOP
176.3270862,-37.7847076,Northern Region Charitable Trust,12,McGintys TAB Turf Bar,91 Jellicoe Street Te Puke,91 Jellicoe Street,Te Puke,NZ,Western Bay of Plenty District,street_address,ROOFTOP
174.885971,-40.900557,Northern Region Charitable Trust,4,STORAGE,,,,NZ,,country,APPROXIMATE
173.8620044,-35.9353674,Northern Wairoa Returned Services Association,5,Northern Wairoa Returned Services Association,Hokianga Road Dargaville,Hokianga Road,Dargaville,NZ,Kaipara District,route,GEOMETRIC_CENTER
174.3162329,-35.7295517,Northland Club Inc,13,Northland Club Inc,8 Porowini Avenue Whangarei,8 Porowini Avenue,Whangarei,NZ,Whangarei District,street_address,ROOFTOP
173.869252,-35.9420386,Northland Emergency Services Trust,13,Northern Wairoa Hotel,70 Victoria Street Dargaville,70 Victoria Street,Dargaville,NZ,Kaipara District,street_address,ROOFTOP
174.790963,-36.6139307,Northland Emergency Services Trust,14,Nautilus Bar and Restaurant,Gulf Harbour Marine Village Gulf Harbour,Gulf Harbour Marine Village,Gulf Harbour,NZ,Rodney District,sublocality_level_1,APPROXIMATE
174.2999378,-35.6829476,Northland Emergency Services Trust,18,Kamo Hotel,567 Kamo Road Whangarei,567 Kamo Road,Whangarei,NZ,Whangarei District,street_address,ROOFTOP
172.72196,-43.6038011,Nottingham Castle Hotel Community Society,4,Canterbury Tavern,"Ground Floor, 6 Norwich Quay Lyttelton","Ground Floor, 6 Norwich Quay",Lyttelton,NZ,Banks Peninsula District,street_address,ROOFTOP
173.2587552,-35.0906995,Nottingham Castle Hotel Community Society,18,Collard Tavern,Whangatane Drive Kaitaia,Whangatane Drive,Kaitaia,NZ,Far North District,route,GEOMETRIC_CENTER
174.0138692,-35.3878991,Nottingham Castle Hotel Community Society,0,Moerewa Hotel,Main Road Moerewa,Main Road,Moerewa,NZ,Far North District,locality,APPROXIMATE
174.1308961,-35.4854881,Nottingham Castle Hotel Community Society,2,Towai Tavern,State Highway One Towai,State Highway One,Towai,NZ,Far North District,route,GEOMETRIC_CENTER
175.284984,-37.7889498,Nottingham Castle Hotel Community Society,18,Vegas Bar,192 Victoria Street Hamilton,192 Victoria Street,Hamilton,NZ,Hamilton City,street_address,ROOFTOP
175.5251753,-37.6548394,Nottingham Castle Hotel Community Society,16,Nottingham Castle Hotel,Corner Thames St and Studholme St Morrinsville,Corner Thames St and Studholme St,Morrinsville,NZ,Matamata-Piako District,route,GEOMETRIC_CENTER
174.4713067,-39.7531755,Nottingham Castle Hotel Community Society,4,Albion Hotel,Egmont Street Patea,Egmont Street,Patea,NZ,South Taranaki District,route,GEOMETRIC_CENTER
175.8729008,-38.218745,Nottingham Castle Hotel Community Society,18,Vegas Bar,233 Leith Place Tokoroa,233 Leith Place,Tokoroa,NZ,South Waikato District,street_address,ROOFTOP
174.885971,-40.900557,Nottingham Castle Hotel Community Society,7,STORAGE,,,,NZ,,country,APPROXIMATE
173.2841263,-41.2747875,NZCCS Nelson Marlborough Inc,4,Victorian Rose Pub & Cafe,281 Trafalgar Street Nelson,281 Trafalgar Street,Nelson,NZ,Nelson City,street_address,ROOFTOP
170.9891789,-44.3014647,NZCCS South Canterbury Inc,0,Silverstream Hotel,State Highway 8 Cave,State Highway 8,Cave,NZ,Mackenzie District,route,GEOMETRIC_CENTER
170.8294153,-44.1010352,NZCCS South Canterbury Inc,2,Silverstream Hotel,Main Road Fairlie,Main Road,Fairlie,NZ,Mackenzie District,route,GEOMETRIC_CENTER
171.2354498,-44.3830794,NZCCS South Canterbury Inc,8,Northtown Tavern,18A Hobbs Street Timaru,18A Hobbs Street,Timaru,NZ,Timaru District,street_address,ROOFTOP
174.885971,-40.900557,NZCCS South Canterbury Inc,13,STORAGE,,,,NZ,,country,APPROXIMATE
170.9668922,-45.0986977,Oamaru Club Inc,18,Oamaru Club,32 Severn Street Oamaru,32 Severn Street,Oamaru,NZ,Waitaki District,street_address,ROOFTOP
170.9672312,-45.1005814,Oamaru Club Inc,2,Oamaru Phoenix Bowling Club,3 Meek Street Oamaru,3 Meek Street,Oamaru,NZ,Waitaki District,street_address,ROOFTOP
176.9176165,-39.4891372,O'Flaherty's Sports Trust,11,O'Flaherty's Irish Pub,35 Hastings Street Napier,35 Hastings Street,Napier,NZ,Napier City,street_address,ROOFTOP
175.4031258,-39.4133762,Ohakune Club (Inc),12,Ohakune Club,71 Goldfinch Street Ohakune,71 Goldfinch Street,Ohakune,NZ,Ruapehu District,street_address,ROOFTOP
175.3992291,-39.4186035,Ohakune Hotel Charity and Sports Foundation,7,Ohakune Hotel,72 Clyde Street Ohakune,72 Clyde Street,Ohakune,NZ,Ruapehu District,street_address,ROOFTOP
175.6708166,-37.3816027,Ohinemuri Club (Inc),8,Ohinemuri Club,Princes Street Paeroa,Princes Street,Paeroa,NZ,Hauraki District,route,GEOMETRIC_CENTER
177.0563891,-37.9733052,Ohope Chartered Club (Inc),11,Ohope Chartered Club,Bluett Road Whakatane,Bluett Road,Whakatane,NZ,Whakatane District,route,GEOMETRIC_CENTER
174.8206759,-36.8548497,Okahu Bay Bowling Club Inc,4,Okahu bay Bowling Club Incorporated,40 Rahana Street Orakei,40 Rahana Street,Orakei,NZ,Auckland City,street_address,ROOFTOP
176.2119122,-37.6772015,Omanu Golf Club Inc,5,Omanu Golf Club,98 Matapihi Road Mount Maunganui,98 Matapihi Road,Mount Maunganui,NZ,Tauranga District,street_address,ROOFTOP
176.8506219,-39.535116,Omarunui Bowling Club Inc,2,Omarunui Bowling Club,"24 Lee Road, Taradale","24 Lee Road,",Taradale,NZ,Napier City,street_address,ROOFTOP
174.7852107,-36.9254172,Onehunga & Districts RSA (Inc),18,Onehunga RSA,"57 Princes Street, Onehunga","57 Princes Street,",Onehunga,NZ,Auckland City,street_address,ROOFTOP
174.7819382,-36.9141827,Onehunga Bowling Club Inc,8,Onehunga Bowling Club Inc,146-150 Selwyn Street Onehunga,146-150 Selwyn Street,Onehunga,NZ,Auckland City,subpremise,ROOFTOP
174.7858286,-36.9250669,Onehunga RSA Bowling Club (Inc),4,Onehunga RSA Bowling Club,Princes Street Onehunga,Princes Street,Onehunga,NZ,Auckland City,route,GEOMETRIC_CENTER
174.7853537,-36.9231197,Onehunga Workingmen's Club,18,Onehunga Workingmen's Club,158 The Mall Onehunga,158 The Mall,Onehunga,NZ,Auckland City,street_address,RANGE_INTERPOLATED
175.0075159,-36.7843417,Oneroa Bowling Club Inc,1,Oneroa Bowling Club Inc,Mako Street Oneroa,Mako Street,Oneroa,NZ,Auckland City,route,GEOMETRIC_CENTER
175.0215142,-37.373085,Onewhero Golf Club Inc,3,Onewhero Golf Club,"Cnr SH 22 & Churchill Road, Pukekawa","Cnr SH 22 & Churchill Road,",Pukekawa,NZ,Franklin District,route,GEOMETRIC_CENTER
177.2861783,-38.0061429,Opotiki Club Inc,4,Opotiki Club Inc,31 King Street Opotiki,31 King Street,Opotiki,NZ,Opotiki District,street_address,ROOFTOP
177.2871051,-38.0050931,Opotiki RSA Memorial Club Inc,7,Opotiki RSA Memorial Club,105 St John Street Opotiki,105 St John Street,Opotiki,NZ,Opotiki District,street_address,RANGE_INTERPOLATED
173.8609101,-39.4548824,Opunake Tavern Sports Foundation,7,Opunake Tavern,28 Tasman Street Opunake,28 Tasman Street,Opunake,NZ,South Taranaki District,street_address,ROOFTOP
174.8250753,-36.8611965,Orakei RSA Inc,15,Orakei RSA,178 Kepa Road Orakei,178 Kepa Road,Orakei,NZ,Auckland City,street_address,ROOFTOP
172.7257339,-43.5084751,Order of St John - Northern Region South Island Trust Board,18,Coops Place,121 Seaview Road New Brighton,121 Seaview Road,New Brighton,NZ,Christchurch City,street_address,ROOFTOP
169.4028414,-45.6600598,Order of St John - Roxburgh,3,Bridge Tavern,State Highway 8 Millers Flat,State Highway 8,Millers Flat,NZ,Central Otago District,route,GEOMETRIC_CENTER
174.7640006,-36.8465253,Order of St John Auckland Regional Trust Board,4,Beech's Bar & Cafe,55 Albert Street Auckland,55 Albert Street,Auckland,NZ,Auckland City,street_address,ROOFTOP
174.7682274,-36.8461397,Order of St John Auckland Regional Trust Board,6,City Backpackers Hotel,38 Fort Street Auckland,38 Fort Street,Auckland,NZ,Auckland City,street_address,ROOFTOP
174.7639654,-36.8513842,Order of St John Auckland Regional Trust Board,12,The Playhouse Ltd,"Imax Entertainment Centre, 291-297 Queen Street Auckland","Imax Entertainment Centre, 291-297 Queen Street",Auckland,NZ,Auckland City,street_address,ROOFTOP
175.8428383,-37.3900422,Order of St John Auckland Regional Trust Board,12,Rob Roy Hotel,Cnr Rosemont Rd & Seddon St Waihi,Cnr Rosemont Rd & Seddon St,Waihi,NZ,Hauraki District,route,GEOMETRIC_CENTER
174.9020374,-37.0232785,Order of St John Auckland Regional Trust Board,6,All Seasons Touch Trust,21R Alfriston Road Manurewa,21R Alfriston Road,Manurewa,NZ,Manukau City,street_address,ROOFTOP
174.8682961,-37.031652,Order of St John Auckland Regional Trust Board,8,Bickerstaff Tavern,"6 Robert Ross Place, Weymouth Manukau City","6 Robert Ross Place, Weymouth",Manukau City,NZ,Manukau City,street_address,ROOFTOP
174.8982629,-36.8810887,Order of St John Auckland Regional Trust Board,2,Bucklands Beach Yacht Club,"Ara Tai Drive, Half Moon Bay Manukau City","Ara Tai Drive, Half Moon Bay",Manukau City,NZ,Manukau City,route,GEOMETRIC_CENTER
174.8687295,-37.0316694,Order of St John Auckland Regional Trust Board,18,Clendon Family Inn,441 Roscommon Road Manurewa,441 Roscommon Road,Manurewa,NZ,Manukau City,street_address,ROOFTOP
174.9303179,-36.9125696,Order of St John Auckland Regional Trust Board,18,Crook and Flail Meadowlands,"109B Meadowland Drive, Howick Manukau City","109B Meadowland Drive, Howick",Manukau City,NZ,Manukau City,street_address,ROOFTOP
174.7264102,-36.7692276,Order of St John Auckland Regional Trust Board,11,Challenges,162-178 Wairau Road Glenfield,162-178 Wairau Road,Glenfield,NZ,North Shore City,route,GEOMETRIC_CENTER
174.7369111,-36.770569,Order of St John Auckland Regional Trust Board,18,Chances Sports Bar,172 Wairau Road Takapuna,172 Wairau Road,Takapuna,NZ,North Shore City,street_address,ROOFTOP
174.6943132,-36.5866601,Order of St John Auckland Regional Trust Board,8,Muldoon's Irish Bar,"Westpac Plaza, Moana Avenue Orewa","Westpac Plaza, Moana Avenue",Orewa,NZ,Rodney District,route,GEOMETRIC_CENTER
175.5430267,-37.1401284,Order of St John Auckland Regional Trust Board,14,Chuffin Hellfire Promotions Ltd (aka Udder Bar),476  Pollen Street Thames,476  Pollen Street,Thames,NZ,Thames-Coromandel District,street_address,ROOFTOP
175.2532872,-37.2387833,Order of St John Auckland Regional Trust Board,8,Red Fox Tavern,Monument Road Maramarua,Monument Road,Maramarua,NZ,Waikato District,route,GEOMETRIC_CENTER
174.885971,-40.900557,Order of St John Auckland Regional Trust Board,28,STORAGE,,,,NZ,,country,APPROXIMATE
167.7363284,-46.2822008,Orepuki Bowling Club,2,Orepuki Tavern,Corner Dover Street Orepuki,Corner Dover Street,Orepuki,NZ,Southland District,intersection,APPROXIMATE
174.6899519,-36.5815524,Orewa Bowling Club Inc,4,Orewa Bowling Club,Main Road Orewa,Main Road,Orewa,NZ,Rodney District,locality,APPROXIMATE
174.6899519,-36.5815524,Orewa Surf Lifesaving Club Inc,9,Orewa Surf Lifesaving Club,Main Road Orewa,Main Road,Orewa,NZ,Rodney District,locality,APPROXIMATE
170.3600236,-45.8540638,Otago Greyhound Racing Club Inc,3,North Taieri Tavern,Saunders Road Mosgiel,Saunders Road,Mosgiel,NZ,Dunedin City,route,GEOMETRIC_CENTER
174.8443908,-36.9461066,Otahuhu & District RSA Association (Inc),3,Otahuhu & District RSA Club Inc,4-6 Queen Street Otahuhu,4-6 Queen Street,Otahuhu,NZ,Manukau City,route,GEOMETRIC_CENTER
174.8475542,-36.9397621,Otahuhu Police Club Inc,3,Otahuhu Police Club,Princes Street Otahuhu,Princes Street,Otahuhu,NZ,Manukau City,route,GEOMETRIC_CENTER
174.8385475,-36.9447956,Otahuhu Recreational Sports Society Inc,10,Otahuhu Recreational & Sports Society Inc,5 Nikau Road Otahuhu,5 Nikau Road,Otahuhu,NZ,Manukau City,street_address,RANGE_INTERPOLATED
174.8438974,-36.9426846,Otahuhu Workingmen's & Cosmopolitan Club,18,Otahuhu Workingmen's & Cosmopolitan Club,101 Atkinson Avenue Otahuhu,101 Atkinson Avenue,Otahuhu,NZ,Manukau City,street_address,ROOFTOP
175.8004091,-39.6800815,Otaihape Club Inc,1,Otaihape Club,4 Hautapu street Taihape,4 Hautapu street,Taihape,NZ,Rangitikei District,street_address,RANGE_INTERPOLATED
175.1400292,-40.7520246,Otaki RSA Inc,18,Otaki RSA Clubrooms,9 Raukawa Street Otaki,9 Raukawa Street,Otaki,NZ,Kapiti Coast District,street_address,ROOFTOP
167.997525,-46.1458474,Otautau Combined Sports Complex Inc,3,Railway Hotel,King Street Otautau,King Street,Otautau,NZ,Southland District,route,GEOMETRIC_CENTER
170.1916033,-44.6070371,Otematata District Club Inc,7,Otematata District Club,Sefton Lane Otematata,Sefton Lane,Otematata,NZ,Waitaki District,route,GEOMETRIC_CENTER
175.2122553,-38.1851859,Otorohanga Services & Citizens Club Inc,7,Otorohanga Services & Citizens Club,11 Maniapoto Street Otorohanga,11 Maniapoto Street,Otorohanga,NZ,Otorohanga District,street_address,ROOFTOP
175.2097311,-38.1892744,Otorohanga Workingmen's Club Inc,18,Otorohanga Workingmen's Club,Maniapoto Street Otorohanga,Maniapoto Street,Otorohanga,NZ,Otorohanga District,route,GEOMETRIC_CENTER
170.229233,-45.8581624,Outram Bowling Club Inc,1,Outram Bowling Club,Skerries Street Outram,Skerries Street,Outram,NZ,Dunedin City,route,GEOMETRIC_CENTER
174.7752312,-36.9120127,Oxford Charitable Trust,18,The Golden Canary,"715 Mt Albert Road, Royal Oak Auckland","715 Mt Albert Road, Royal Oak",Auckland,NZ,Auckland City,street_address,ROOFTOP
173.7988657,-35.4081957,Oxford Charitable Trust,12,The Bank and Bar Casino,124 Broadway Kaikohe,124 Broadway,Kaikohe,NZ,Far North District,street_address,RANGE_INTERPOLATED
174.8282111,-37.1874805,Oxford Charitable Trust,6,Village Bar and Grill,Corner of Patumahoe and Mauku Roads Patumahoe,Corner of Patumahoe and Mauku Roads,Patumahoe,NZ,Franklin District,intersection,APPROXIMATE
175.7717627,-37.8086464,Oxford Charitable Trust,6,Sports Bar and Cafe,38 Broadway Matamata,38 Broadway,Matamata,NZ,Matamata-Piako District,street_address,ROOFTOP
174.7374604,-36.7713709,Oxford Charitable Trust,14,Y Not Bar,"Shop 2, 75 View Road Glenfield","Shop 2, 75 View Road",Glenfield,NZ,North Shore City,subpremise,ROOFTOP
176.2479157,-38.138084,Oxford Charitable Trust,12,Rendezvous Restaurant and Bar,1282 Hinemoa Street Rotorua,1282 Hinemoa Street,Rotorua,NZ,Rotorua District,street_address,ROOFTOP
176.2225904,-37.679162,Oxford Charitable Trust,16,Owens Place,15 Owens Place Mount Maunganui,15 Owens Place,Mount Maunganui,NZ,Tauranga District,street_address,ROOFTOP
175.4702043,-37.8942955,Oxford Charitable Trust,6,Kelly Browne's Bar,3 Empire Street Cambridge,3 Empire Street,Cambridge,NZ,Waipa District,street_address,ROOFTOP
174.3192462,-35.7252447,Oxford Charitable Trust,4,Metro Bar,31 Bank Street Whangarei,31 Bank Street,Whangarei,NZ,Whangarei District,street_address,ROOFTOP
174.885971,-40.900557,Oxford Charitable Trust,4,STORAGE,,,,NZ,,country,APPROXIMATE
175.2883982,-40.6197241,Oxford Hotel Sports & Educational Trust,18,Oxford Hotel,289-295 Oxford Street Levin,289-295 Oxford Street,Levin,NZ,Horowhenua District,street_address,ROOFTOP
175.2637486,-37.7888943,Oxford Sports Trust Inc,12,Frankton Hotel,Corner of Commerce Street and High Street Hamilton,Corner of Commerce Street and High Street,Hamilton,NZ,Hamilton City,intersection,APPROXIMATE
175.245934,-37.795813,Oxford Sports Trust Inc,12,The Hamilton Office,"Unit 40, Disnsdale Shopping Centre, Whatawhata Road Hamilton","Unit 40, Disnsdale Shopping Centre, Whatawhata Road",Hamilton,NZ,Hamilton City,point_of_interest,APPROXIMATE
176.1691359,-37.6813064,Oxford Sports Trust Inc,12,Zoo R & B,15 Harington Street Tauranga,15 Harington Street,Tauranga,NZ,Tauranga District,street_address,ROOFTOP
174.451794,-36.00576,Oxford Sports Trust Inc,10,Waipu Hotel,South Road Waipu,South Road,Waipu,NZ,Whangarei District,route,GEOMETRIC_CENTER
172.1977926,-43.2937721,Oxford Workingmens Club & MSA,11,Oxford Workingmens Club & MSA,160 High Street Oxford,160 High Street,Oxford,NZ,Waimakariri District,street_address,ROOFTOP
174.7833183,-36.9216046,Pacific Sports & Community Trust,18,Trident Tavern,69 Selwyn Street Onehunga,69 Selwyn Street,Onehunga,NZ,Auckland City,street_address,ROOFTOP
174.8165691,-36.9753328,Pacific Sports & Community Trust,18,Garden Inn Motor Lodge,"10 Tidal Road, Mangere Mangere","10 Tidal Road, Mangere",Mangere,NZ,Manukau City,street_address,ROOFTOP
174.8770905,-36.9876921,Pacific Sports & Community Trust,18,Gordy's,5 Jack Conway Avenue Manukau City,5 Jack Conway Avenue,Manukau City,NZ,Manukau City,street_address,ROOFTOP
175.6687695,-37.3783671,Paeroa RSA Club Inc,5,Paeroa RSA,Belmont Road Paeroa,Belmont Road,Paeroa,NZ,Hauraki District,route,GEOMETRIC_CENTER
175.8430913,-40.4521665,Pahiatua Services and Citizens Club Inc,2,Pahiatua Services and Citizens Club,9 Wakeman Street Pahiatua,9 Wakeman Street,Pahiatua,NZ,Tararua District,street_address,ROOFTOP
174.0879954,-35.2845592,Paihia Ex-Servicemens Association Inc,9,Paihia Ex-Servicemen's Association,Joyces Road Paihia,Joyces Road,Paihia,NZ,Far North District,route,GEOMETRIC_CENTER
174.9108181,-36.9189245,Pakuranga Country Club Inc,6,Pakuranga Country Club,199 Botany Road Howick,199 Botany Road,Howick,NZ,Manukau City,street_address,ROOFTOP
174.8737462,-36.9137335,Pakuranga Rugby League Football Club,8,Pakuranga Rugby League Football Club,William Roberts Road Pakuranga,William Roberts Road,Pakuranga,NZ,Manukau City,route,GEOMETRIC_CENTER
175.6097116,-40.3599936,Palmerston North Bowling Club Inc,4,Palmerston North Bowling Club,24 Linton Street Palmerston North,24 Linton Street,Palmerston North,NZ,Palmerston North City,street_address,ROOFTOP
175.6077615,-40.36033,Palmerston North Cosmopolitan Club,18,Palmerston North Cosmopolitan Club,12-20 Pitt Street Palmerston North,12-20 Pitt Street,Palmerston North,NZ,Palmerston North City,street_address,ROOFTOP
175.6177168,-40.3520871,Palmerston North RSA Club Inc,18,Palmerston North RSA Club,200 Broadway Avenue Palmerston North,200 Broadway Avenue,Palmerston North,NZ,Palmerston North City,street_address,ROOFTOP
174.9384394,-37.0630378,Papakura Bowling Club Inc,7,Papakura Bowling Club,29 Wood Street Papakura,29 Wood Street,Papakura,NZ,Papakura District,street_address,ROOFTOP
174.9636834,-37.0707093,Papakura Club Inc,18,Papakura Club,Croskery Road Papakura,Croskery Road,Papakura,NZ,Papakura District,route,GEOMETRIC_CENTER
174.9367822,-37.0654496,Papakura RSA Club Inc,18,Papakura RSA Club Inc,40 Elliot St Papakura,40 Elliot St,Papakura,NZ,Papakura District,street_address,ROOFTOP
176.3071259,-37.7213918,Papamoa Sports & Recreation Association Inc,10,Papamoa Sports and Recreation Club,Parton Road Papamoa,Parton Road,Papamoa,NZ,Tauranga District,route,GEOMETRIC_CENTER
172.5894573,-43.4791735,Papanui Club,18,Papanui Club,310 Sawyers Arms Road Christchurch,310 Sawyers Arms Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.609113,-43.4892768,Papanui Leagues Club Inc,7,Papanui Leagues Club,53 Sawwyers Arms Road Christchurch,53 Sawwyers Arms Road,Christchurch,NZ,Christchurch City,street_address,RANGE_INTERPOLATED
172.6073632,-43.497865,Papanui Returned Services Association,9,Papanui Returned Services Association,55 Bellvue Avenue Christchurch,55 Bellvue Avenue,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
174.8547906,-36.9801525,Papatoetoe And District RSA Inc,13,Papatoetoe & District RSA,22 Wallace Street Papatoetoe,22 Wallace Street,Papatoetoe,NZ,Manukau City,street_address,ROOFTOP
174.8529367,-36.9781663,Papatoetoe Cosmopolitan Club (Inc),16,Papatoetoe Cosmopolitan Club,"53 Rangitoto Road, Papatoetoe","53 Rangitoto Road,",Papatoetoe,NZ,Manukau City,street_address,ROOFTOP
174.8622405,-36.9722281,Papatoetoe Hunters Corner Bowling Club Inc,5,Paptoetoe Hunters Corner Bowling Club,247 Great South Road Papatoetoe,247 Great South Road,Papatoetoe,NZ,Manukau City,street_address,ROOFTOP
174.8549673,-36.9859231,Papatoetoe RSA Bowling Club Inc,2,Papatoetoe RSA Bowling Club,Cambridge Tce Papatoetoe,Cambridge Tce,Papatoetoe,NZ,Manukau City,route,GEOMETRIC_CENTER
174.790513,-36.9492983,Papatoetoe West/Mangere East Education Trust,18,East West Casino,123 Coronation Road Mangere,123 Coronation Road,Mangere,NZ,Manukau City,street_address,ROOFTOP
174.9829818,-40.8920214,Paraparaumu Beach Golf Club Inc,3,Paraparaumu Beach Golf Club,376 Kapiti Road Paraparaumu Beach,376 Kapiti Road,Paraparaumu Beach,NZ,Kapiti Coast District,street_address,ROOFTOP
175.011509,-40.9110639,Paraparaumu Return Services Association Inc,11,Paraparaumu RSA Club,110 Amohia Street Paraparaumu,110 Amohia Street,Paraparaumu,NZ,Kapiti Coast District,street_address,ROOFTOP
171.2122431,-44.4849739,Pareora Country Club Inc,4,Pareora Country Club,30 Queen Street Pareora,30 Queen Street,Pareora,NZ,Timaru District,street_address,ROOFTOP
174.0487144,-39.062271,Paritutu Bowling Club Inc,5,Paritutu Bowling Club,451 St Aubyn Street New Plymouth,451 St Aubyn Street,New Plymouth,NZ,New Plymouth District,street_address,RANGE_INTERPOLATED
174.9494048,-41.1996031,Park Avenue Bowling Club Inc,5,Park Avenue Bowling Club,Treadwell Street Naenae,Treadwell Street,Naenae,NZ,Hutt City,route,GEOMETRIC_CENTER
171.2539036,-44.4085361,Park Bowling Club Inc,1,Park Bowling Club,20 Queen Street Timaru,20 Queen Street,Timaru,NZ,Timaru District,street_address,ROOFTOP
174.7792191,-36.8538976,Parnell Returned Services Club (Inc),7,Parnell Returned Services Club,"139 Parnell Road, Parnell","139 Parnell Road,",Parnell,NZ,Auckland City,street_address,ROOFTOP
