X,Y,Society Name,Machines,Site Name,Full Addre,Site Addre,Town,Country,Territoria,addrtype,addrlocat
168.3594857,-46.4109455,2nd NZEF Association (Southland Branch) Inc.,9,2nd NZEF Association (Southland Branch) Inc,177 Don Street Invercargill,177 Don Street,Invercargill,NZ,Invercargill City,street_address,ROOFTOP
174.7972598,-36.9698867,Active's Charitable Trust,18,Mangere Tavern,50 Orly Avenue Mangere,50 Orly Avenue,Mangere,NZ,Manukau City,street_address,RANGE_INTERPOLATED
174.8454683,-36.9438511,Active's Charitable Trust,10,Steamboat Restaurant & Bar,66 Atkinson Avenue Otahuhu,66 Atkinson Avenue,Otahuhu,NZ,Manukau City,street_address,ROOFTOP
174.8746394,-36.9602378,Active's Charitable Trust,18,Tradewinds Tavern,128 Bairds Road Otara,128 Bairds Road,Otara,NZ,Manukau City,street_address,ROOFTOP
174.7780791,-41.3052601,Adelaide Sports & Charity Foundation,6,The Adelaide Hotel,114 Adelaide Road Newtown,114 Adelaide Road,Newtown,NZ,Wellington City,street_address,ROOFTOP
174.7752228,-41.2949869,Adelaide Sports & Charity Foundation,6,Tiffanys  Cabaret,143-145 Vivian Street Wellington,143-145 Vivian Street,Wellington,NZ,Wellington City,subpremise,ROOFTOP
171.8635487,-42.1195268,Ahaura/Grey Valley Lions Club Inc,8,Hotel Reefton,Broadway Reefton,Broadway,Reefton,NZ,Buller District,route,GEOMETRIC_CENTER
171.8649708,-42.1169536,Ahaura/Grey Valley Lions Club Inc,8,Inangahua Arms Hotel,172 Buller Road Reefton,172 Buller Road,Reefton,NZ,Buller District,street_address,ROOFTOP
171.7274507,-42.180916,Ahaura/Grey Valley Lions Club Inc,2,Mawheraiti Hotel,State Highway 7 Mawheraiti,State Highway 7,Mawheraiti,NZ,Buller District,route,GEOMETRIC_CENTER
171.5408605,-42.3477167,Ahaura/Grey Valley Lions Club Inc,2,Ahaura Hotel,Clifton Street Ahaura,Clifton Street,Ahaura,NZ,Grey District,route,GEOMETRIC_CENTER
171.6130657,-42.2988673,Ahaura/Grey Valley Lions Club Inc,1,Heatherbelle Hotel,State Highway 7 Totara Flat,State Highway 7,Totara Flat,NZ,Grey District,route,GEOMETRIC_CENTER
174.7390966,-36.9134457,Akarana Golf Club Inc,2,Akarana Golf Club,1388 Dominion Rd Mount Roskill,1388 Dominion Rd,Mount Roskill,NZ,Auckland City,street_address,ROOFTOP
176.849245,-39.6475995,Albert Hotel Sporting Trust,18,Albert Hotel,Heretaunga Street East Hastings,Heretaunga Street East,Hastings,NZ,Hastings District,route,GEOMETRIC_CENTER
170.5048241,-45.8723721,Albert Sports and Charitable Trust,17,Champions of Otago Bar,140 George Street Dunedin North,140 George Street,Dunedin North,NZ,Dunedin City,street_address,ROOFTOP
174.7609594,-36.8496698,Albion Sports & Recreation Society,18,Albion Hotel,117 Hobson Street Auckland,117 Hobson Street,Auckland,NZ,Auckland City,street_address,RANGE_INTERPOLATED
169.3864418,-45.2498137,Alexandra Bowling Club Inc,2,Alexandra Bowling Club,"Molyneux Park, Centennial Avenue Alexandra","Molyneux Park, Centennial Avenue",Alexandra,NZ,Central Otago District,route,GEOMETRIC_CENTER
169.390142,-45.252847,Alexandra District Club Inc,11,Alexandra District Club,35 Centennial Avenue Alexandra,35 Centennial Avenue,Alexandra,NZ,Central Otago District,street_address,ROOFTOP
169.3721518,-45.2353112,Alexandra Golf Club,2,Alexandra Golf Club,State Highway 8 Alexandra,State Highway 8,Alexandra,NZ,Central Otago District,route,GEOMETRIC_CENTER
170.4894453,-45.8970814,All Golds Gaming Foundation Limited,12,Fitzroy Hotel,469 Hillside Road Dunedin,469 Hillside Road,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
170.5044423,-45.8741743,All Golds Gaming Foundation Limited,18,Octagon Casino Bar & Grill,11 The Octagon Dunedin,11 The Octagon,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
173.5439813,-35.3603579,All Golds Gaming Foundation Limited,0,Kohukohu Hotel,Beach Road Kohukohu,Beach Road,Kohukohu,NZ,Far North District,route,GEOMETRIC_CENTER
173.8707657,-35.9408785,All Golds Gaming Foundation Limited,11,Players Casino Bar,4A Totara Street Dargaville,4A Totara Street,Dargaville,NZ,Kaipara District,street_address,ROOFTOP
174.2867961,-35.5979718,All Golds Gaming Foundation Limited,8,Hikurangi Hotel,18 King Street Hikurangi,18 King Street,Hikurangi,NZ,Whangarei District,street_address,ROOFTOP
174.885971,-40.900557,All Golds Gaming Foundation Limited,5,STORAGE,,,,NZ,,country,APPROXIMATE
174.8738645,-36.9607422,All Stars Foundation Ltd,18,Mavericks,"Unit C, 19 Fairmall Otara","Unit C, 19 Fairmall",Otara,NZ,Manukau City,street_address,ROOFTOP
171.7469521,-43.8884134,Allenton Sports Club Inc,2,Allenton Sports Club,14 Cavendish Street Ashburton,14 Cavendish Street,Ashburton,NZ,Ashburton District,street_address,ROOFTOP
172.689086,-43.4997271,Amateur Sports Fishing Society Inc,15,Hargens Tavern,487 New Brighton Road Belfast,487 New Brighton Road,Belfast,NZ,Christchurch City,route,GEOMETRIC_CENTER
170.5271586,-45.8967724,Anderson's Bay Bowling Club Inc,2,Anderson's Bay Bowling Club,31 Bayfield Road Dunedin,31 Bayfield Road,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
176.2521602,-38.1526961,Arawa Bowling Club Inc,3,Arawa Bowling Club,64 Lytton Street Rotorua,64 Lytton Street,Rotorua,NZ,Rotorua District,street_address,ROOFTOP
174.9851578,-38.559719,Aria Cosmopolitan Club Inc,2,Aria Cosmopolitan Club,Kiekie Road Aria,Kiekie Road,Aria,NZ,Waitomo District,route,GEOMETRIC_CENTER
171.7495324,-43.9059153,Ashburton Club & MSA Inc,18,Ashburton Club & MSA,217-243 Burnett Street Ashburton,217-243 Burnett Street,Ashburton,NZ,Ashburton District,subpremise,ROOFTOP
171.7532869,-43.9042089,Ashburton Licensing Trust Charitable Foundation,11,Devon Tavern,116-118 Victoria Street Ashburton,116-118 Victoria Street,Ashburton,NZ,Ashburton District,subpremise,ROOFTOP
171.5570025,-44.0092499,Ashburton Licensing Trust Charitable Foundation,2,Hinds Tavern,State Highway 1 Hinds,State Highway 1,Hinds,NZ,Ashburton District,route,GEOMETRIC_CENTER
171.7456777,-43.8745891,Ashburton Licensing Trust Charitable Foundation,14,Hotel Ashburton,Racecourse Road Ashburton,Racecourse Road,Ashburton,NZ,Ashburton District,route,GEOMETRIC_CENTER
173.9428399,-41.5087613,Ashburton Licensing Trust Charitable Foundation,2,Mayfield Tavern,State Highway 72 Mayfield,State Highway 72,Mayfield,NZ,Ashburton District,street_address,RANGE_INTERPOLATED
171.3984981,-43.701916,Ashburton Licensing Trust Charitable Foundation,3,Mount Somers Tavern,Hoods Road Mount Somers,Hoods Road,Mount Somers,NZ,Ashburton District,route,GEOMETRIC_CENTER
171.7480515,-43.9043034,Ashburton Licensing Trust Charitable Foundation,15,Somerset Tavern,284-294 East Street Ashburton,284-294 East Street,Ashburton,NZ,Ashburton District,subpremise,ROOFTOP
171.7212185,-43.9196734,Ashburton Licensing Trust Charitable Foundation,18,Tinwald Tavern,103-107 Archibald Street Ashburton,103-107 Archibald Street,Ashburton,NZ,Ashburton District,subpremise,ROOFTOP
171.7538384,-43.9014656,Ashburton Returned Services Assn Inc,18,Ashburton RSA,12-14 Cox Street Ashburton,12-14 Cox Street,Ashburton,NZ,Ashburton District,subpremise,ROOFTOP
175.754501,-40.291748,Ashhurst Memorial RSA Inc,5,Ashhurst Memorial RSA,74 Cambridge Avenue Ashhurst,74 Cambridge Avenue,Ashhurst,NZ,Palmerston North City,street_address,RANGE_INTERPOLATED
174.7572449,-36.8677209,Auckland Boxing Association Inc,2,Auckland Boxing Association,1-3 Ngahura Street Eden Terrace,1-3 Ngahura Street,Eden Terrace,NZ,Auckland City,street_address,ROOFTOP
174.9236226,-36.9224458,Auckland Central Sports Trust,8,Howick Country Lodge,795 Chapel Road Howick,795 Chapel Road,Howick,NZ,Manukau City,street_address,ROOFTOP
174.7655727,-36.8475251,Auckland Division - Cancer Society of New Zealand Inc,18,Gambio Casino Bar,Level 2 291-297 Queen St Auckland,Level 2 291-297 Queen St,Auckland,NZ,Auckland City,point_of_interest,APPROXIMATE
174.784981,-36.9254329,Auckland Division - Cancer Society of New Zealand Inc,18,La Ferrari Restaurant & Bar,55 Princess Street Onehunga,55 Princess Street,Onehunga,NZ,Auckland City,street_address,ROOFTOP
174.850845,-36.8985802,Auckland Division - Cancer Society of New Zealand Inc,4,McGinty's Sports Bar,536 Ellerslie Panmure Highway Panmure,536 Ellerslie Panmure Highway,Panmure,NZ,Auckland City,street_address,ROOFTOP
174.7655437,-36.8467901,Auckland Division - Cancer Society of New Zealand Inc,14,QF Tavern,131 Queen Street Auckland,131 Queen Street,Auckland,NZ,Auckland City,street_address,ROOFTOP
174.7689641,-36.845488,Auckland Division - Cancer Society of New Zealand Inc,15,Rose & Crown,69 Customs St East Auckland,69 Customs St East,Auckland,NZ,Auckland City,street_address,ROOFTOP
174.7633315,-36.8484597,Auckland Division - Cancer Society of New Zealand Inc,18,Sputnik Casino & Bar,"291 - 297 Queen St, Force Entertainment Centre Auckland","291 - 297 Queen St, Force Entertainment Centre",Auckland,NZ,Auckland City,locality,APPROXIMATE
174.77373,-36.893498,Auckland Trotting Club Inc,18,Alexandra Park,Greenlane Road West Epsom,Greenlane Road West,Epsom,NZ,Auckland City,bus_station,APPROXIMATE
174.9478884,-41.1864895,Avalon Rugby Football Club,8,Avalon Rugby Football Club,Percy Cameron Street Lower Hutt,Percy Cameron Street,Lower Hutt,NZ,Hutt City,route,GEOMETRIC_CENTER
174.6949661,-36.8924979,Avondale Bowling Club Inc,11,Avondale Bowling Club,15 Highbury Street Avondale,15 Highbury Street,Avondale,NZ,Auckland City,street_address,ROOFTOP
172.6941133,-43.5111876,Avondale Golf Club Inc,3,Avondale Golf Club,Cnr Wainoni Road & Breezes Road Christchurch,Cnr Wainoni Road & Breezes Road,Christchurch,NZ,Christchurch City,intersection,APPROXIMATE
174.698715,-36.8958291,Avondale Returned Services Association Inc,15,Avondale Returned Services Association,7 Layard Street Avondale,7 Layard Street,Avondale,NZ,Auckland City,street_address,ROOFTOP
170.5005366,-45.8562973,Balmacewen Bowling Club Inc,1,Balmacewen Bowling Club Inc,31 Balmacewen Road Dunedin,31 Balmacewen Road,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
174.7502212,-36.8837848,Balmoral Bowling Club Inc,7,Balmoral Bowling Club,14 Mont Le Grand Road Balmoral,14 Mont Le Grand Road,Balmoral,NZ,Auckland City,point_of_interest,APPROXIMATE
175.4582973,-36.2409913,Barrier Social Club Inc,2,Barrier Social Club,Claris Road Tryphena,Claris Road,Tryphena,NZ,Auckland City,route,GEOMETRIC_CENTER
174.7867809,-36.8562182,Barrycourt Charitable Trust,5,Barrycourt Motor Inn & Conference Centre,12 Gladstone Road Parnell,12 Gladstone Road,Parnell,NZ,Auckland City,street_address,ROOFTOP
174.0910895,-35.2809119,Bay of Islands Swordfish Club Inc,5,Bay of Islands Swordfish Club Paihia,96 Marsden Road Paihia,96 Marsden Road,Paihia,NZ,Far North District,street_address,ROOFTOP
174.1215679,-35.2623879,Bay of Islands Swordfish Club Inc,4,Bay of Islands Swordfish Club Russell,The Strand Russell,The Strand,Russell,NZ,Far North District,route,GEOMETRIC_CENTER
174.7488422,-36.7170016,Bays Club Inc,18,Bays Club,2 Anzac Road Browns Bay,2 Anzac Road,Browns Bay,NZ,North Shore City,street_address,ROOFTOP
174.9973,-36.8828102,Beachlands Chartered Club Inc,11,Beachlands Chartered Club,Corner Wakelin Road and Third View Beachlands,Corner Wakelin Road and Third View,Beachlands,NZ,Manukau City,intersection,APPROXIMATE
172.6413561,-43.5620031,Beckenham Bowling Club Inc,3,Beckenham Bowling Club,63 Waimea Terrace Christchurch,63 Waimea Terrace,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6350187,-43.4411843,Belfast Bowling Club Inc,1,Belfast Bowling Club Inc,"Sheldon Park, Main Road North Belfast","Sheldon Park, Main Road North",Belfast,NZ,Christchurch City,route,GEOMETRIC_CENTER
172.5279746,-43.5434995,Bendigo Valley Sports & Charity Foundation,18,Clock Tower Bar & Cafe,1 Brynley Street Hornby,1 Brynley Street,Hornby,NZ,Christchurch City,street_address,ROOFTOP
172.6398181,-43.5300233,Bendigo Valley Sports & Charity Foundation,14,Cue Time,200 Manchester St Christchurch,200 Manchester St,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6384711,-43.5384503,Bendigo Valley Sports & Charity Foundation,7,LA's Bar & Cafe,31 Dundas Street Christchurch,31 Dundas Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.7306331,-43.5070971,Bendigo Valley Sports & Charity Foundation,18,Shoreline,3 Brighton Mall Christchurch,3 Brighton Mall,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6398231,-43.5324743,Bendigo Valley Sports & Charity Foundation,6,The Horny Toad,152 Manchester Street Christchurch,152 Manchester Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6220489,-43.5484597,Bendigo Valley Sports & Charity Foundation,18,Zoli's Place,308 Selwyn Street Christchurch,308 Selwyn Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
170.5087492,-45.9059018,Bendigo Valley Sports & Charity Foundation,18,Beach Hotel,134 Prince Albert Road St Kilda,134 Prince Albert Road,St Kilda,NZ,Dunedin City,street_address,ROOFTOP
170.4570771,-45.9025668,Bendigo Valley Sports & Charity Foundation,8,Concord Inn,"12 Main South Road, Concord Dunedin","12 Main South Road, Concord",Dunedin,NZ,Dunedin City,street_address,ROOFTOP
170.3472152,-45.8737927,Bendigo Valley Sports & Charity Foundation,18,Crofters Arms Hotel,160 Gordon Road Mosgiel,160 Gordon Road,Mosgiel,NZ,Dunedin City,street_address,ROOFTOP
170.517547,-45.8583556,Bendigo Valley Sports & Charity Foundation,9,Gardens Sports Tavern,697 Castle Street Dunedin,697 Castle Street,Dunedin,NZ,Dunedin City,street_address,RANGE_INTERPOLATED
172.741053,-43.5382221,Bendigo Valley Sports & Charity Foundation,6,Jetts Bar & Cafe,9 Caspian Street Brighton,9 Caspian Street,Brighton,NZ,Dunedin City,street_address,ROOFTOP
170.5420339,-45.8433871,Bendigo Valley Sports & Charity Foundation,8,Normanby Tavern,454 North Road Dunedin,454 North Road,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
170.4767644,-45.8684238,Bendigo Valley Sports & Charity Foundation,18,Valley Lodge Hotel,139 Kaikorai Valley Road Dunedin,139 Kaikorai Valley Road,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
174.7227165,-36.8116664,Birkenhead Bowling Club Inc,6,Birkenhead Bowling Club,93 Mokoia Road Birkenhead,93 Mokoia Road,Birkenhead,NZ,North Shore City,street_address,ROOFTOP
174.7244463,-36.8055633,Birkenhead RSA Gaming Trust,18,Birkenhead RSA,Recreation Drive Birkenhead,Recreation Drive,Birkenhead,NZ,North Shore City,route,GEOMETRIC_CENTER
175.5714468,-39.9371808,Black Petes Bar & Grill Sports & Charity Foundation,4,Station Tavern,24 High St Hunterville,24 High St,Hunterville,NZ,Rangitikei District,street_address,ROOFTOP
174.4316485,-36.6596663,Black Petes Bar & Grill Sports & Charity Foundation,8,Black Pete's Bar & Grill,167 Pakhurst Road Parakai,167 Pakhurst Road,Parakai,NZ,Rodney District,street_address,ROOFTOP
174.5974866,-36.7590166,Black Petes Bar & Grill Sports & Charity Foundation,5,Foresters Arms Tavern,Cnr Queen Street & York Terrace Riverhead,Cnr Queen Street & York Terrace,Riverhead,NZ,Rodney District,intersection,APPROXIMATE
171.4130412,-42.3653441,Blackball Workingmens Club & MSA,3,Blackball Workingmens Club & MSA,Hart Street Blackball,Hart Street,Blackball,NZ,Grey District,route,GEOMETRIC_CENTER
173.9551725,-41.526646,Blenheim Bowling Club Inc,2,Blenheim Bowling Club,65a Weld Street Blenheim,65a Weld Street,Blenheim,NZ,Marlborough District,street_address,ROOFTOP
173.9644213,-41.5043855,Blenheim Workingmen's Club,2,Blenheim Workingmen's Bowling Club,60/64 Budge Street Blenheim,60/64 Budge Street,Blenheim,NZ,Marlborough District,subpremise,ROOFTOP
173.9580322,-41.5127193,Blenheim Workingmen's Club,18,Blenheim Workingmen's Club,38 Wynen Street Blenheim,38 Wynen Street,Blenheim,NZ,Marlborough District,street_address,ROOFTOP
174.0215982,-41.4186185,Blenheim Workingmen's Club,0,Rarangi Golf Club,Rarangi Road Rarangi,Rarangi Road,Rarangi,NZ,Marlborough District,route,GEOMETRIC_CENTER
173.827888,-41.5078192,Blenheim Workingmen's Club,3,Renwick Arms Country Club,High Street Renwick,High Street,Renwick,NZ,Marlborough District,route,GEOMETRIC_CENTER
174.7080768,-36.9169737,Blockhouse Bay Bowling Club Inc,6,Blockhouse Bay Bowling Club,33 Terry Street Blockhouse Bay,33 Terry Street,Blockhouse Bay,NZ,Auckland City,street_address,RANGE_INTERPOLATED
168.345871,-46.6000268,Bluff Memorial RSA Inc,3,Bluff Memorial RSA,44 Gore Street Bluff,44 Gore Street,Bluff,NZ,Invercargill City,street_address,ROOFTOP
174.9219849,-41.20181,Boulcott Golf Club Inc,5,Boulcott Golf Club,Boulcott Street Lower Hutt,Boulcott Street,Lower Hutt,NZ,Hutt City,route,GEOMETRIC_CENTER
175.9754052,-37.4536622,Bowentown Boating and Sport Fishing Club (Inc),5,Bowentown Boating and Sport Fishing Club Inc,Pio Road Bowentown R D 1 Katikati,Pio Road Bowentown R D 1,Katikati,NZ,Western Bay of Plenty District,street_address,ROOFTOP
176.896891,-39.500418,Bowls Napier Inc,3,Bowls Napier Inc,35 Herrick Street Napier,35 Herrick Street,Napier,NZ,Napier City,street_address,ROOFTOP
172.5946547,-43.4979846,Bowls Papanui,5,Papanui Bowling Club,181 Condell Avenue Christchurch,181 Condell Avenue,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
174.9023192,-37.2116658,Bowls Pukekohe Cosmopolitan Inc,9,Bowls Pukekohe Cosmopolitan Incorporated,78 Nelson Street Pukekohe,78 Nelson Street,Pukekohe,NZ,Franklin District,street_address,ROOFTOP
176.9039641,-39.5078953,Bowls Wairere Incorporated,2,Wairere Bowling Club,Nuffield Ave Napier,Nuffield Ave,Napier,NZ,Napier City,route,GEOMETRIC_CENTER
174.4509017,-35.899868,Bream Bay Club Inc,11,Bream Bay Club,5 Princes Road Ruakaka,5 Princes Road,Ruakaka,NZ,Whangarei District,street_address,ROOFTOP
174.7824476,-36.9456956,Bridge Park Bowling Club Inc,4,Bridge Park Bowling Club,27A Taylor Road Mangere Bridge,27A Taylor Road,Mangere Bridge,NZ,Manukau City,route,GEOMETRIC_CENTER
174.2342431,-39.0027802,Bridge Tavern Sports & Charitable Trust,7,Bridge Tavern,McLean Street Waitara,McLean Street,Waitara,NZ,New Plymouth District,route,GEOMETRIC_CENTER
170.3302234,-45.9475397,Brighton Club Inc,2,Brighton Club,1038 Brighton Road Brighton,1038 Brighton Road,Brighton,NZ,Dunedin City,street_address,ROOFTOP
174.7419949,-36.714958,Browns Bay Bowling Club Inc,5,Browns Bay Bowling Club,2 Woodlands Crescent Browns Bay,2 Woodlands Crescent,Browns Bay,NZ,North Shore City,street_address,ROOFTOP
169.9580332,-46.1217503,Bruce Country Club Inc,12,Bruce Country Club,52-54 Union Street Milton,52-54 Union Street,Milton,NZ,Clutha District,subpremise,ROOFTOP
171.2478316,-42.4652891,Brunner Community Trust,2,Dobson Hotel,114 Main Road Dobson,114 Main Road,Dobson,NZ,Grey District,street_address,RANGE_INTERPOLATED
171.3153286,-42.4420439,Brunner Rugby League Club,2,Buck's Head Tavern,18 Taylor Street Taylorville,18 Taylor Street,Taylorville,NZ,Grey District,street_address,RANGE_INTERPOLATED
171.3539581,-42.4385092,Brunner Rugby League Club,2,Stillwater Hotel,Main Road Stillwater,Main Road,Stillwater,NZ,Grey District,route,GEOMETRIC_CENTER
174.9033648,-36.8630381,Bucklands Beach Bowling Club (Inc),3,Bucklands Beach Bowling Club,Corner Devon Road and Morrow Avenue Bucklands Beach,Corner Devon Road and Morrow Avenue,Bucklands Beach,NZ,Manukau City,intersection,APPROXIMATE
171.855033,-41.6281909,Buller Mining Districts Community Centre Inc,1,Fishermans Lodge,Torea Street Granity,Torea Street,Granity,NZ,Buller District,route,GEOMETRIC_CENTER
171.6000987,-41.7552608,Buller Rugby Football Union Inc,2,Albion Hotel,Corner Russell and Brougham Streets Westport,Corner Russell and Brougham Streets,Westport,NZ,Buller District,intersection,APPROXIMATE
171.6003845,-41.7508731,Buller Workingmen's Club & MSA,7,Buller Workingmen's Club and MSA,44-46 Queen Street Westport,44-46 Queen Street,Westport,NZ,Buller District,subpremise,ROOFTOP
175.3868949,-40.1737788,Bulls RSA Inc,6,Bulls Returned Services Association,55 High Street Bulls,55 High Street,Bulls,NZ,Rangitikei District,street_address,ROOFTOP
175.6320079,-40.2834493,Bunnythorpe and District Country Club Inc,8,Bunnythorpe and District Country Club,Corner Dutton Street and Campbell Road Bunnythorpe,Corner Dutton Street and Campbell Road,Bunnythorpe,NZ,Manawatu District,intersection,APPROXIMATE
172.3058752,-43.6178066,Burnham Military Camp Unit Private Fund,1,Burnham Camp Soldiers Club,Burnham Military Camp Burnham,Burnham Military Camp,Burnham,NZ,Selwyn District,locality,APPROXIMATE
172.5630361,-43.5063133,Burnside Bowling Club Inc,2,Burnside Bowling Club,330 Avonhead Road Christchurch,330 Avonhead Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.5629575,-43.5017429,Burnside Rugby Football Club Inc,3,Burnside Rugby Football Club Incorporated,345 Memorial Avenue Christchurch,345 Memorial Avenue,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
175.4660448,-37.8934317,Cambridge Club Inc,4,Cambridge Club Inc,Corner Dick &  Alpha Streets Cambridge,Corner Dick &  Alpha Streets,Cambridge,NZ,Waipa District,intersection,APPROXIMATE
175.4715098,-37.9085527,Cambridge Cosmopolitan Club Inc,14,Cambridge Cosmopolitan Club,Burns Street Cambridge,Burns Street,Cambridge,NZ,Waipa District,route,GEOMETRIC_CENTER
175.4698641,-37.892767,Cambridge Returned Services Association Inc,5,Cambridge RSA,19 Empire Street Cambridge,19 Empire Street,Cambridge,NZ,Waipa District,street_address,RANGE_INTERPOLATED
172.5854372,-43.5380484,Canterbury Foundation,18,Blenheim Road Tavern,282 Blenheim Road Christchurch,282 Blenheim Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.634956,-43.5163873,Canterbury Foundation,18,Caledonian Hotel,101 Caledonian Road Christchurch,101 Caledonian Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.5262614,-43.5414357,Canterbury Foundation,18,Hornby Junction Buffet,"21 Carmen Road, Hornby Christchurch","21 Carmen Road, Hornby",Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6368027,-43.5274789,Canterbury Foundation,8,Oxford Tavern,794 Colombo Street Christchurch,794 Colombo Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6981042,-43.4812437,Canterbury Foundation,18,Parklands Restaurant & Bar,6 Inwoods Road Christchurch,6 Inwoods Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.5479364,-43.532985,Canterbury Foundation,18,Racecourse Hotel,118 Racecourse Road Christchurch,118 Racecourse Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6368317,-43.5284493,Canterbury Foundation,18,The Vic and Whale,772 Colombo Street Christchurch,772 Colombo Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.720044,-43.6034405,Canterbury Microlight Aircraft Club Inc,3,Mitre Tavern,Norwich Quay Lyttelton,Norwich Quay,Lyttelton,NZ,Banks Peninsula District,route,GEOMETRIC_CENTER
172.707183,-43.5587197,Canterbury Microlight Aircraft Club Inc,3,Brewers By the Sea,1060 Ferry Road Christchurch,1060 Ferry Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.568779,-43.5434826,Canterbury Microlight Aircraft Club Inc,6,Matsons Bar,6 Tenahaun Place Christchurch,6 Tenahaun Place,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.644311,-43.5204212,Canterbury Microlight Aircraft Club Inc,2,Pacific Park Christchurch,263 Bealey Ave Christchurch,263 Bealey Ave,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.7612505,-43.0548342,Canterbury Microlight Aircraft Club Inc,3,Waipara Hotel,State Highway 7 RD 3 Waipara,State Highway 7 RD 3,Waipara,NZ,Hurunui District,locality,APPROXIMATE
171.2775969,-44.245212,Canterbury Microlight Aircraft Club Inc,7,Royal Hotel,75 King Street Temuka,75 King Street,Temuka,NZ,Timaru District,street_address,ROOFTOP
172.6337937,-43.5339082,Canterbury Pool Association Inc,12,"Players Pool, Snooker and 9 Ball Ltd",96 Oxford Terrace Christchurch,96 Oxford Terrace,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6420006,-43.5341945,Canterbury Pool Association Inc,11,Pockets Family Leisure Centre,"1st Floor, Cashel Plaza, Lichfield Street Christchurch","1st Floor, Cashel Plaza, Lichfield Street",Christchurch,NZ,Christchurch City,route,GEOMETRIC_CENTER
172.6416082,-43.5333191,Canterbury Pool Association Inc,11,The Corner Pocket Ltd,224 Cashel Street Christchurch,224 Cashel Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6364681,-43.5437898,Canterbury Staircase Charitable Trust For People With Disabilities,18,Club Tavern,441 Colombo Street Christchurch,441 Colombo Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6851649,-43.5234933,Canterbury Staircase Charitable Trust For People With Disabilities,18,MacKenzies Hotel,51 Pages Road Christchurch,51 Pages Road,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
172.6016349,-43.5306101,Canterbury/West Coast Air Rescue Trust,18,Stags Head,201 Clarence Street Christchurch,201 Clarence Street,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
174.885971,-40.900557,Canterbury/West Coast Air Rescue Trust,20,STORAGE,,,,NZ,,country,APPROXIMATE
175.5430083,-40.9856968,Carterton Golf Club Inc,1,Carterton Golf Club,Chester Road Carterton,Chester Road,Carterton,NZ,Carterton District,route,GEOMETRIC_CENTER
175.52695,-41.023257,Carterton RSA Memorial Club Inc,4,Carterton RSA Memorial Club,35/77 Broadway Carterton,35/77 Broadway,Carterton,NZ,Carterton District,subpremise,ROOFTOP
172.6390575,-43.5630793,Cashmere Club Inc,14,Cashmere Club,88 Hunter Terrace Christchurch,88 Hunter Terrace,Christchurch,NZ,Christchurch City,street_address,ROOFTOP
174.9837405,-39.9373715,Castlecliff Bowling Club Inc,3,Castlecliff Bowling Club,21A Manuka Street Wanganui,21A Manuka Street,Wanganui,NZ,Wanganui District,street_address,ROOFTOP
174.9925731,-39.9420481,Castlecliff Club Inc,15,Castlecliff Club,Tennyson Street Wanganui,Tennyson Street,Wanganui,NZ,Wanganui District,route,GEOMETRIC_CENTER
174.9726014,-39.926126,Castlecliff Golf Club Inc,5,Castlecliff Golf Club,8 Awatea Street Castlecliff,8 Awatea Street,Castlecliff,NZ,Wanganui District,street_address,ROOFTOP
170.4899056,-45.9028789,Caversham Association Football Club Inc,3,Caversham Association Football Club (Inc),175 Surrey Street Dunedin,175 Surrey Street,Dunedin,NZ,Dunedin City,street_address,ROOFTOP
176.5897558,-39.94152,Central Hawkes Bay Cosmopolitan Club Inc,4,Central Hawkes Bay Cosmopolitan Club,High Street Waipawa,High Street,Waipawa,NZ,Central Hawke's Bay District,route,GEOMETRIC_CENTER
